jaah	jaahh
püüdma	püittasse
nemad	naad
ära	ära
et	et
viimaks	`viimaks
olema	onn
ikka	`ikka
see	see
et	et
kala	kala
kaduma	kaub
ära	ära
kaa	kaa
need	need
olema	on
nii	nii
tihe	tihed
tihe	tihed
kui	kut
noot	noodal
käima	käivad
nüüd	nüid
nii	nii
pisike	pisigessi
lest	`lesti
tooma	tuuwasse
noo	noo
kurat	kurat
millal	millass
tema	taa
kasvama	kasvab
siis	siss
tema	ta
ep	b
jõudma	jöva
ju	ju
noot	nooda
püüd	püid
olema	on
ju	ju
kala	kala
kala	kala
hävitaja	ävittaea
ju	ju
aga	aga
mis	miss
võrk	vörguga
võrk	vörguga
tema	taa
minema	läheb
vaba+tahtlikult	vaba+`dahtlikkult
sisse	`sisse
aga	aga
noot	noodal
panema	pannasse
hirm	irmuga
et	et
noot	nooda
noot	nooda
sisse	`sisse
minema	läheb
seal	sääl
seal	sääl
andma	anttasse
hirm	`irmu
tema	taale
tema	taa
pidama	peab
minema	menema
võtma	`vööttasse
vägisi	vägisi
aga	aga
mis	miss
võrk	vörgul
olema	onn
see	see
tema	taa
mängima	mä^ngab
seal	sääl
liiv	liiva
sees	sehes
ning	ning
kogemata	kogematta
juhtuma	`juhtub
võrk	`vörkku
minema	menema
võrk	vörguga
olema	pole
küll	küll
kala	kalad
jagama	jägatti
ära	ära
neli	neli
lasu	lasu
tegema	`tehti
neli	neli
mees	meest
olema	oli
lasu	lasudega
päsmer	`päsprid
olema	pole
tundma	`tunttud
rand	rannas
päsmer	`päsprid
ei	äij
olema	ole
olema	old
mõõt	möödu
puu	puud
neli	neli
lasu	lasu
tegema	`tehti
sedasi	sedasi
laduma	`laotti
üks	üks
vana+mees	vana+mes
tegema	tegi
neli	neli
lasu	lasu
siig	siijad
ühe+sugune	ühe+sugused
valitsema	valitses
ning	ning
siis	siiss
siis	siiss
üks	üks
pöörama	`pööras
selg	selja
kohe	kohe
ning	ning
see	see
küsima	küsis
see	see
et	et
kes	kelle
see	see
olema	onn
kes	kelle
see	see
olema	onn
nimetama	nimettas
ära	ära
ning	ning
iga+üks	iga+üks
ajama	aeas
oma	omal
kott	`kotti
ning	ning
minema	läks
minema	minema
kaal	`kaalu
olema	pole
tundma	`tunttud
see	sell
aeg	aeal
rand	rannas
mitte	`mette
olema	pole
olema	pole
olema	olnd
aga	äga
muidugi	muidud
ju	joo
see	see
kodu	kodu
ikka	`ikka
olema	oli
va	va
puu	puu
päsmer	`päsper
kaa	kaa
ikka	ikka
siis	s
mis	millega
mõõtma	möödetti
aga	äga
aga	äga
rand	rannas
olema	pole
olema	old
ikka	`ikka
ikka	`ikka
lasu	lasuga
muud+kui	muud+kut
nimetama	nimedatti
ära	ära
ning	ning
iga+üks	iga+üks
võtma	`vöttas
oma	oma
olema	oli
küll	küll
need	neid
need	neid
olema	oli
vähe	vähe
olema	oli
kes	kellel
es	ess
olema	ole
enamasti	änamast
olema	oli
ikka	ikka
kõik	`keikkidel
aga	äga
mõni	mönel
mõni	mönel
jah	jahh
mõni	mönel
es	ess
olema	ole
nohh	nohh
siis	siss
see	see
saama	sai
teine	teiste
käsi	kääst
jälle	jälle
kuidas	kuidas
kauplema	`kauples
ostma	`ostas
või	vöi
töö	töö
eest	eest
või	vöi
kuidagi	kuidagid
moodi	`moodi
saama	sai
kala	kala
nõnda	nöndat
kala	kala
puudus	`puudust
olema	pole
ikka	ikka
keegi	kellettel
olema	olnd
aga	aga
nägema	näät
noot	nooda
püüd	püid
noot	noodad
iga+üks	iga+üks
kuduma	kudus
oma	oma
oma	oma
osa	osa
need	neid
lina	linasid
ning	ning
siis	siiss
kevade	kevade
õmblema	ömmeldatti
kokku	`kokku
õmblema	ömmeldatti
kokku	`kokku
ning	ning
tegema	`tehti
sedasi	sedasi
neli	nelja
pere	pere
peale	pääle
olema	oli
neli	nelja
mees	mehe
peale	pääle
olema	oli
iga+üks	iga+üks
iga+üks	iga+üks
kuduma	kudus
oma	oma
oma	oma
osa	osa
jaa	jaa
jah	jahh
naine	naised
käima	käisid
ikka	ikka
abi	abis
lest	`lesti
välja	`välja
võtma	`vötmas
ning	ning
kuri+loom	kuri+loom
sedasi	sedasi
see	sell
aeg	aeal
es	ess
olema	ole
ju	ju
nii+sugune	`nii+sugused
võrk	vörgud
põlv	pölve
peal	pääl
klaarima	laaritti
nii+sugune	`nii+sugused
lõng	lö^ngad
olema	olid
lest	lestad
võtma	`vöötti
välja	`välja
ning	ning
siis	siss
siis	siss
siis	siis
pink	pingi
peal	pääl
istuma	istu
ning	ning
siis	siss
tarima	tari
sedasi	sedasi
ära	ära
ning	ning
siis	siiss
panema	pane
sõlmima	sölmi
kinni	`kinni
ning	ning
siis	siiss
hudi	udja
peal	pääl
laiali	laijali
laotama	`lautta
seal	sääl
kuivatama	kuivadatti
tema	teda
jah	jahh
nii+sugune	`nii+sugune
puu	puu
hudi	udi
panema	`pandi
siis	siss
seal	sääl
peal	pääl
seal	sääl
peal	pääl
tõmbama	tömmatti
laiali	laijali
siis	siss
päike	`päikkese
käes	kää
kuivatama	kuivadatti
muidu	muidu
tema	taa
hakkama	akkab
tema	taa
mädanema	mädaneb
ära	ära
ju	ju
naine	naised
käima	käisid
ikka	ikka
abi	abis
naine	naised
laps	lapsed
lest	`lesti
välja	`välja
võtma	`vötmas
kus	kuss
mitu	midu
sada	sada
lest	`lesta
tooma	tood
kord	korraga
kus	kus
sina	sa
kus	kus
sina	sa
üksi	üksi
need	nee
siis	siss
sina	saa
ep	b
jõudma	jöuwa
need	neid
ju	ju
hangeldama	angelda
naine	naised
pidama	pidid
ikka	ikka
abi	abi
olema	olema
ei	äi
ei	äi
tõrvama	törvattud
ei	äi
olema	ole
vat	vat
aga	äga
värvima	värvitti
küll	küll
jah	jahh
värvima	värvitti
sinine	siniseks
mõni	möni
värvima	`värvis
mõni	möni
must	mustaks
või	vöi
seda+moodi	seda+moodi
jaa	jaa
jah	jahh
ikka	`ikka
värvima	värvitti
aga	äga
tõrvama	törvattud
olema	pole
mitte	`mette
noot	`nootta
tõrvama	törvatti
noot	noodad
tõrvama	törvatti
ära	ära
võrk	`vörkku
olema	pole
mitte	mette
tõrv	töru
tegema	teeb
kõva	kövaks
tõrv	`törva
olema	pole
panema	`pandud
ää	ää
aga	äga
muidu	muidu
sedasi	sedasi
värvima	värvitti
küll	küll
jah	jahh
valge	`valged
valge	`valge
võrk	vörk
ep	ep
püüdma	püija
ju	ju
tema	taa
pidama	peab
ikka	`ikka
sihuke	sihand
rebu	rebu
olema	olema
vesi	vee
karv	`karva
ei	äi
mina	mina
ei	äi
teadma	tää
olema	onn
need	neid
püüdma	`püittud
või	vöi
mutt	muttid
mis	mis
seal	säl
olema	onn
ah	ah
mutt	muttid
võrk	vörgud
pärnakas	pärnakkad
kutsuma	kutsuvad
need	neid
mutt	`muttideks
aga	aga
meie	`meittel
olema	onn
võrk	vörgud
ikka	`ikka
muti+võrk	mutti+vörgud
nõnda	nönda
kui	kut
jaah	jaah
olema	pole
siin	sii
jah	jahh
sihuke	sehandust
aga	aga
tursk	tursad
kaduma	kadusid
ära	ära
tursk	`turski
ei	äi
olema	ole
enam	änam
ei	äi
teadma	tää
kus	koes
nemad	naad
jääma	jähid
need	neid
saama	sai
üks	ühe
kevade	kevade
nii	nii
palju	pailu
siit	siit
Atla	`Atla
laht	lahest
jää	jää
alt	alt
tulema	tuli
välja	`välja
kott	`kottidega
mees	mehed
tassima	`tassisid
maa	`maale
aga	äga
näed+sa	`näät+sa
nüüd	nüüd
olema	on
kaduma	kadund
tursk	`turska
ei	äij
olema	ole
kala+mees	kala+mehed
ütlema	`ütlevad
kõik	keik
et	et
tursk	`turska
olema	pole
ei	äi
teadma	tää
kus	kos
nemad	nad
jääma	jäänd
olema	onn
kas	kass
tema	täma
olema	onn
ära	ära
reisima	`reisind
nemad	nämad
olema	on
vist	vist
kaa	kaa
ikka	ikka
võõras	`vöörale
maa	`maale
minema	läind
tursk	tursad
ära	ära
mitte	`mette
ei	äij
olema	ole
tursk	`turska
siin	sii
kalur	kalurid
sügise	sügise
käima	käivad
siin	sii
ränd+püük	ränd+püigil
Nasva	Nasva
mees	mehed
ning	ning
käima	käivad
siin	sii
ütlema	`ütlevad
kaa	kaa
et	et
ei	äi
olema	ole
tursk	`turska
ei	äi
teadma	tää
kus	koes
tursk	tursad
jääma	jäänd
olema	onn
kas	kass
tema	täma
olema	on
kaa	kaa
üks	üks
rändaja	`rändaea
kala	kala
et	et
tema	täma
olema	onn
ära	ära
reisima	`reisind
ooh	ooh
need	neid
olema	oli
palju	palju
siin	sii
esiti	esitti
ühe+vahe	ühe+vahe
oh	ohh
oh	ohh
üks	ühe
kevade	kevade
Atla	`Atla
laht	lahest
püüdma	`püidsime
mis	mida
rohkem	`rohkem
jää	`jää
parras	`parda
see	seda
rohkem	`rohkem
ikka	`ikka
ikka	`ikka
see	seda
rohkem	`rohkem
aga	aga
saama	saand
siis	siis
jää	jää
ära	ära
kaduma	kadund
kaduma	kadund
siis	siiss
siis	siss
jääma	jähi
vähemaks	vähemaks
minema	läksid
ära	ära
aga	aga
näed+sa	`näät+sa
tursk	`turska
olema	pole
enam	änam
kus	kus
tursk	tursad
jääma	jäänd
olema	onn
nemad	nämad
olema	onn
vist	vist
nemad	nämad
olema	onn
vist	vist
ära	ära
reisima	`reisind
jaah	jaah
angerjas	a^ngerjat
püüdma	`püittasse
küll	küll
miks	miks
ep	ep
püüdma	püüda
õng	`öngedega
ning	ning
mõrd	`mördadega
iga	igad
mood	`moodi
miks	miks
ei	eij
olema	ole
ooh	ooh
siin	sii
viimane	viimasel
aeg	aeal
väikene	`väiksed
poiss	poesid
püüdma	`püütsid
püüdma	`püitsid
õng	`öngedega
need	need
otsima	`otsivad
otsima	`otsivad
need	neid
uss	`ussesid
vihm	vihma
uss	`ussesid
kaevama	`kaevasid
maa	maad
segamini	segamini
ning	ning
otsima	`otsisid
ning	ning
aga	aga
nüüd	nüüd
nemad	nad
uurima	`uurisid
see	selle
välja	`välja
kutsuma	kutsuttakse
kilk	`kilkkideks
meri	mere
ääres	`ääres
ääres	`ääres
need	neid
umbes	ummes
need	need
olema	on
sihuke	`seandsed
pisine	pisised
karune	karused
loom	loomad
et	et
need	nendega
pidama	peab
angerjas	a^nger
paremini	paremini
võtma	`vötma
nemad	nad
hakkama	`aksid
hakkama	`aksid
need	neid
otsima	`otsima
need	nee
olema	onn
meri	mere
ääres	`ääres
sihuke	sihantse
suur	sure
nii+sugune	`nii+suguse
suur	sure
suur	sure
lints	lints
või	vöi
lima	lima
muda	muea
sees	sehes
sealt	säält
siis	siiss
serbak	`serbakkiga
võtma	`vööttasse
ning	nink
need	neid
otsima	otsittasse
angerjas	a^ngerid
püüdma	`püidvad
siin	sii
küll	küll
ning	ning
see	sii
angerjas	a^ngera
püük	püik
see	see
see	see
olema	oli
ammu	`ammu
siin	sii
mood	`moodis
kaa	kaa
õng	`öngedega
ning	nink
mõrd	mörrad
tegema	`tehti
kaa	kaa
see	selle
jagu	jäuks
noo	noo
mis	mis
angerjas	a^ngera
mõrd	mörd
olema	pole
ju	ju
pisikene	pisigene
see	seda
olema	pole
nii	nii
suur	suur
suur	suurt
kõrge	`körged
tarist	tarist
angerjas	a^ngerad
saama	saab
siit	siit
meri	merest
küll	küll
nemad	naad
ütlema	`ütlevad
et	et
mina	mina
olema	pole
nägema	näind
et	et
august	`augusti
kuu	kuus
pidama	peab
hernes	`erne
tulema	tulema
võima	vöib
olema	`olla
et	t
tulema	tuleb
kaa	kaa
aga	äga
kes	kess
see	seda
teadma	tääb
võrk	vörguga
ei	äi
saama	saa
tema	teda
see	see
olema	onn
see	see
olema	onn
väga	väga
juhus	juhus
kui	kui
see	se
kui	kui
tema	ta
jääma	jääb
sisse	`sisse
võrk	vörk
ei	äi
võtma	vötta
kinni	`kinni
tema	teda
tema	taa
olema	onn
nii	nii
tema	taa
olema	onn
nii	nii
terav	terava
kala	kala
et	et
tema	tämaga
olema	pole
tegema	teha
miski	midad
aga	äga
aga	äga
tema	taal
olema	onn
teine	teised
abi+nõu	abi+nöud
õng	`öngedega
ning	ning
mõrd	mörraga
siis	siiss
kui	kui
meie	`meittel
kalandus+brigaad	kalandus+prigaad
olema	oli
siis	siiss
meie	`meittel
olema	oli
kaa	kaa
siin	sii
angerjas	a^ngera
angerjas	a^ngera
mõrd	mörrad
olema	olid
ooh	ooh
kuri+vaim	kuri+vaim
kui	kui
tema	ta
seal	sääl
sees	sehes
olema	onn
küll	küll
tema	taa
toppima	toppib
seal	sääl
aga	aga
see	see
pidama	peab
aga	aga
tihe	tihe
ning	ning
kõva	köva
olema	olema
kui	kui
tema	täma
nina	nina
läbi	läbi
saama	saab
siis	siss
tema	taa
minema	läheb
kohe	kohe
aga	aga
siis	siiss
paat	`paattis
tema	taa
olema	on
ju	ju
kaa	kaa
tema	ta
tema	taa
minema	läheb
üle	üle
parras	`parda
kaa	kaa
sina	soo
käsi	kääst
kui	kui
sina	sa
olema	pole
nõnda	nönda
valvama	valvattud
ning	ning
et	et
sina	sa
ep	p
saama	saa
näed+sa	näät+sa
nemad	naad
käima	käivad
ju	ju
püüdma	`püidmas
tünn	`tünnidega
tünn	tünnid
seltsis	`seltsis
tünn	`tünnide
sisse	`sisse
panema	pannasse
ning	ning
siis	sis
kaas	kaased
peale	`pääle
kui	kui
need	neid
kui	kui
need	neid
palju	palju
püüdma	`püittasse
kes	ke
ränd+püük	ränd+püigil
käima	käivad
ikka	`ikka
tünn	tünnid
seltsis	`seltsis
tünn	`tünnide
sees	sehes
vesi	vee
sees	sehes
seal	sääl
ning	ning
siis	siss
kaas	kaas
peal	pääl
muidu	muidu
tema	taa
minema	läheb
kohe	kohe
minema	minema
tema	taa
pugema	poeb
nii	nii
kangesti	`kangest
võrk	vörgud
saama	sai
kinni	`kinni
paikama	paigettud
kus	kus
sina	sa
seal	seal
ui	ui
ning	ning
nuga	nuga
käsi	käe
ning	ning
muud+kui	muud+gut
tõmbama	tömma
kinni	`kinni
see	see
olema	onn
kunst	kunts
juba	juba
võrk	`vörkku
kõik	keik
suur	suurt
auk	aukku
ep	b
oskama+ki	`oskagid
kinni	`kinni
panema	`panna
sina	saa
pidama	pääd
vaatama	`vaatma
kuidas	kuidas
sina	sa
need	ne
säär	sääred
käima	käivad
et	et
sina	sa
auk	augu
kinni	`kinni
saama	saat
jaah	jaah
noh	noh
kala	kalale
üks	üks
silm	silm
katki	`katki
ning	ning
seal	sääl
need	neid
rohkem	`rohkem
seal	sääl
võima	vöib
need	neid
rohkem	`rohkem
katki	`katki
olema	olla
kui	kut
üks	üks
silm	silm
aga	äga
aga	äga
tema	taa
olema	onn
ikka	ikka
see	see
et	et
et	et
tema	taa
minema	lähep
sina	saa
võima	vöid
ise	ise
kaa	kaa
tegema	teha
nägema	näät
siig	siija
püük	püik
olema	onn
sina	saa
ep	p
saama	saa
siig	`siiga
käsi	käde
muidu	muidu
muud+kui	muud+gut
rapsama	`rapsad
välja	`välja
jääma	jääb
jälle	`jälle
auk	auk
sees	sehes
hakkama	aga
paikama	`paikkama
sina	sa
ep	p
saama	saa
muidu	muidu
kes	kes
see	se
päästma	päästab
see	see
tema	taa
olema	onn
ära	ära
keerama	`keerand
vaatama	vaada
sügise	sügise
külm	külmaga
need	nee
vat	vad
pisine	pisised
siig	siijad
pagan	pagan
need	nee
olema	onn
nii	nii
terav	teravad
tegema	tegavad
nii+sugune	`nii+sugused
peenine	peenised
piits	piitsad
minema	mine
tegema	tee
sina	sa
lahti	`lahti
külm	külmaga
muud+kui	muut+kut
rapsama	`rapsa
välja	`välja
ning	ning
talve	`talva
aeg	`aega
paikama	paigatta
küll	küll
hakkama	akka
jälle	jälle
paikama	`paikkama
no	no
auk	auk
tulema	tuleb
kergesti	`kergest
sisse	`sisse
noo	noo
need	nee
kapron	kaproonid
need	nee
need	nee
ei	äi
kärisema	kärise
nii	nii
kergesti	`kergest
kaa	kaa
need	nee
olema	onn
tugev	tugevad
aga	äga
poom+villane	`poom+viltsed
need	nendel
es	ess
olema	ole
miski	midad
muud+kui	`muud+gut
rapsama	`rapsa
välja	`välja
seest	sehest
ning	ning
kergem	`kergem
olema	onn
see	see
auk	auk
kinni	`kinni
panema	`panna
kui	kut
sina	sa
nüüd	nüid
külm	külmaga
see	seda
see	seda
seal	säl
päästma	`päästma
hakkama	akkad
see	seda
ep	p
saama	saa
kaa	kaa
kuidagi	kuidad
aga	aga
aga	aga
need	nee
kapron	kaproon
võrk	vörgud
mis	mis
siin	si
olema	onn
need	nendel
olema	on
palju	palju
jooksma	`jooskva
silm	`silmi
need	nee
need	nee
jooksma	`jooskvad
kangesti	`kangest
ei	äij
olema	ole
kõvasti	kövast
kuduma	koeuttud
mitte	`mette
või	vöi
või	vöij
ep	ep
saama	saa
need	neid
kuduma	kududa
paremini	paramini
aga	äga
mina	ma
ei	i
teadma	tää
poom+villane	`poom+viltsed
võrk	vörgud
es	es
tegema	tee
mitte	`mette
see	seda
nohh	nohh
mõni	möni
tegema	tegi
nonn	nonni
sisse	`sisse
kaa	kaa
tegema	tegi
tõmbama	`tömbas
ja	jaa
kutsuma	kutsutti
nonn	nonniks
tõmbama	`tömbas
tõmbama	`tömbas
silm	silmad
kokku	kogu
kui	kui
tema	ta
es	ss
vaatama	vaada
kuduma	kudus
kuduma	kudus
peale	pääle
ning	nink
sohh	sohh
äkist	äkkist
hakkama	`akkas
hakkama	`akkas
vaatama	`vaatma
pärast	pärast
vat	vat
nüüd	nüid
lõikama	leiga
välja	`välja
sealt	sält
sina	sa
sina	sa
ep	p
saama	saa
ju	ju
sina	sa
ep	p
saama	saa
kuduma	kududa
edasi	edasi
enam	änam
ju	ju
miks	miks
mitte	`mette
see	seda
tulema	tuli
ette	ede
küll	küll
kui	kui
kui	kui
kui	kui
kui	kui
sina	sa
hooletu	oolettu
olema	olid
et	et
sina	sa
es	ss
vaatama	vaada
kenasti	kenast
järge	järge
tõmbama	`tömpsid
kogemata	kogematta
kaks	kaks
silm	`silma
kokku	kogu
näed+sa	`näät+sa
nüüd	nüid
ennem	ennem
sina	sa
ep	p
nägema+ki	`näägid
vaatama	vaada
kui	kui
sina	sa
olema	oled
nüüd	nüid
juba	juba
hulk	ulga
kuduma	kudund
siis	sis
sina	sa
hakkama	akkad
nägema	nägema
et	et
poiss	poiss
mis	miss
asi	asi
see	se
olema	onn
siin	sii
see	se
ep	p
minema	lähe
kokku	kogu
enam	änam
muud+kui	`muut+kut
lõikama	leiga
ära	ära
võrk	vörgu
kudumine	kudumisega
olema	oli
jah	jahh
aga	äga
nohh	nohh
see	see
see	see
olema	oli
nii	nii
vanasti	vanast
vanasti	vanast
juba	juba
et	t
nüüd	nüid
nüüd	nüid
sihuke	sihantse
see	sellega
ep	b
võima	vöi
üks+kord	üks+kord
kapten	kapten
Pihel	Pihel
käima	käis
siin	sii
und	`undi
püüdma	`püidmas
kaa	kaa
noh	noh
tema	taa
olema	oli
tegema	teind
siis	siis
oma	omale
suur	sured
suur	sure
õng	`öngedest
kaks	kaks
õng	`önge
panema	pand
sedasi	sedasi
kokku	`kokku
aga	aga
muidu	muidu
tegema	`tehti
vask+traat	vask+raadist
mina	maa
arvama	`arva
et	t
meie	`meittel
olema	onn
need	neid
need	neid
pidama	piaks
seal	sääl
ait	`aittas
praegu	`paergus
veel	veel
olema	olema
karp	karbi
sees	sehes
tema	taa
olema	oli
siis	siss
oma	omale
tegema	teind
siis	siss
õng	ö^nged
panema	pand
kokku	`kokku
noo	noo
see	sellega
olema	oli
töö	tööd
kaa	kaa
ikka	`ikka
nüüd	nüüd
siduma	seu
sina	sa
need	nee
kokku	kogu
ning	ning
see	see
ju	ju
muidugi	muidugid
võtma	vöttab
kenasti	kenasti
ning	ning
üks	üks
vana+mees	vana+mes
jälle	jälle
püüdma	`püidas
püüdma	`püidas
need	nende
oma	oma
tegema	`tehtud
vask+und	vask+`undadega
kapten	`kapten
ütlema	`ütles
et	et
see	see
vana+mees	vana+mes
võima	vöib
hunt	`unttisid
püüdma	`püida
oma	oma
und	`undadega
aga	aga
mitte	`mette
haug	`augisid
aga	aga
tema	taa
püüdma	`püidas
näed+sa	näät+sa
seda+samati	seda+sammatti
kaa	kaa
kui	kut
Pihel	Pihel
oma	oma
suur	surde
õng	`öngedega
aga	aga
noo	noo
minema	läks
ikka	ikka
minema	läks
ikka	ikka
parem	paramaks
see	see
asi	asi
nüüd	nüüd
oi	oi
oi	oi
oh	ohh
olema	oli
ikka	ikka
küll	küll
vask+traat	vask+raadist
ise	ise
tegema	`tehti
viilima	viilitti
ots	otsad
terav	teravaks
ning	ning
teine	teine
äär	äär
olema	oli
teine	teisest
kala	kala
lõug	löuwast
väljas	`väljas
ning	nink
püüdma	`püitsid
kaa	kaa
küll	küll
võtma	`vöttas
kala	kala
noo	noo
viimane	viimasel
aeg	aeal
nüüd	nüid
nemad	nad
hakkama	`aksid
ju	ju
õng	`önge
õng	`öngi
kokku	kogu
panema	panema
ning	ning
ju	joo
need	neid
mina	mina
olema	pole
nägema	näind
ju	joo
need	neid
müük	müigil
kaa	kaa
olema	oli
või	vöi
olema	pole
need	neid
olema	olnd
mina	mina
mina	mina
olema	pole
nüüd	nüid
mitte	`mette
mitte	`mette
ammu+ki	`ammugid
und	`undi
püüdma	`püidand
mina	ma
ep	p
teadma	tää
miski	midad
mis	mis
mina	ma
see	see
olema	onn
raske	`raske
töö	töö
kaa	kaa
talve	`talve
külm	külmaga
üks	üks
üks	üks
mees	mees
külmama	`külmas
oma	oma
käsi	kääd
ära	ära
paljas	paljaste
käsi	kättega
sina	saa
pidama	pead
olema	olema
need	nendega
ning	nink
käima	käivad
küll	küll
oh	ohh
kuramus	kurramus
need	neid
olema	onn
palju	`palju
siin	sii
Inna+rahu	Inna+rahu
juures	`juures
vaat	vaat
see	see
rahu	rahu
mis	miss
seal	sääl
olema	onn
kevade	kevade
kevade	kevade
käima	käisid
siin	sii
püüdma	`püidmas
Kommunism	Kommunismi
kolhoos	koloosi
mees	mehed
käima	käisid
ju	ju
need	neid
ning	ning
ning	ning
mina	maa
arvama	`arva
et	t
kas	kass
need	neid
sealt	sält
sealt	sält
Varuli	Varulist
või	vöi
kus	kuss
sealt	sält
sealt	sält
Salme	Salmelt
kaa	kaa
käima	käisid
oohh	oohh
siin	sii
olema	onn
hüljes	`ülgeid
kõvasti	kövasti
ning	ning
need	nee
olema	onn
tegema	tegad
paha	paha
palju	pailu
need	nee
olema	onn
need	nee
pagan	paganad
käima	käivad
võrk	vörgu
jada	jädade
peal	pääl
ning	ning
võtma	`vötvad
siig	siijad
välja	`välja
jaa	jaa
jah	jah
aga	aga
need	nee
nohh	nohh
selle+pärast	selle+bärast
need	neid
olema	onn
nemad	naad
olema	onn
ju	ju
rööv	rööv
need	nende
eest	eest
saama	saab
ju	ju
saama	saab
ju	ju
hea	ead
hea	ead
hea	ead
hea	ead
raha	raha
hüljes	üljeste
hüljes	üljeste
eest	eest
saama	saab
ju	ju
suur	suurt
preemia	`preemijat
kuidas	kuidas
see	se
esimene	esimine
elanik	elanik
sinna	`sönna
tulema	tulnd
olema	onn
Emmi	Emmi
hakkama	akka
sina	saa
rääkima	`rääkkima
ei	äi
jälle	`jälle
rääkima	räägi
sina	saa
sina	saa
noorem	noorem
mina	maa
ep	p
teadma	tää
mina	maa
es	s
olema	ole
siis	siis
seal	sääl
mitte	`mette
esimene	esimine
elanik	elanik
olema	oli
Aadu	`Aadu
All	All
Loona+laid	`Loona+`laidu
saar	saar
olema	oli
tühi	tühi
seal	sääl
olema	pole
mitte	`mette
miski	midagi
ja	ja
siis	siis
muda	mueast
maja	maea
tegema	tegid
sinna	`sönna
peale	`peale
ja	ja
siis	siis
hakkama	`akkasid
sinna	`sönna
tegema	tegemä
teine	teist
maja	maea
nemad	naat
tulema	tulid
Eerik+saar	Eerik+`saarest
Eerik+saar	Eerik+`saarest
ja	ja
teine	teine
vend	vend
mis	miss
tema	ta
olema	oli
seal	sääl
Matis	Mattis
Matis	Mattis
ei	äi
mitte	`mette
see	see
see	see
olema	oli
jälle	`jälle
Ants	Ants
Ants	Ants
jah	jahh
teine	teine
vend	vend
olema	oli
Ants	Ants
tema	tal
kaks	kaks
vend	`venda
need	neid
olema	oli
aga	äga
Aadu	`Aadu
olema	oli
see	see
mis	miss
laid	`laidu
tulema	tuli
elama	elamä
ei	äi
tema	taal
olema	oli
naine	naine
ning	ning
naine	naine
ka	kaa
võtma	`vöttas
naine	naise
ka	kaa
siit	siit
Emmi	Emmi
Emmi	Emmi
isa	isa
isa	isa
olema	oli
siis	siis
väikene	`väikkene
olema	olnd
kuub	kuuwe
sees	sihes
kes	kiss
teadma	täb
võima	vöib
olema	`olla
et	et
tema	ta
aastane	`aastane
või	vöi
mis	mis
tema	ta
olema	oli
olema	olnd
kui	kut
tema	ta
sinna	`sönna
olema	oli
tulema	tulnd
aga	äga
noh	nohh
see	sellest
olema	onn
nüüd	nüid
arvama	`arvas
et	et
see	see
üks+kord	ühe+gorra
üks	üks
üks	üks
sada	sada
aasta	`aastad
kuus	kuus
seitse+kümmend	seitse+gümmend
aasta	`aastad
juba	juba
tagasi	tagasi
ja	ja
ja	ja
jah	jahh
isa+isa	isa+isa
jah	jahh
jah	jahh
tema	taa
olema	oli
väikene	`väikkene
väikene	`väikkene
olema	oli
kuub	kuuwe
sees	sees
kirju	kirju
kuub	kuuwe
sees	sees
olema	oli
ja	ja
siis	siis
hakkama	`akkasid
see	selle
ema	emaga
meri	merel
käima	`käima
ja	ja
siis	siis
ehitama	ehittama
seal	sääl
ja	ja
muidugi	muidugid
siis	siis
ju	ju
kasvama	`kasvasid
teine	teised
ka	kaa
ja	ja
vend	vennad
ja	ja
see	selle
Aadu	`Aadu
poeg	poeal
jah	jahh
nemad	nad
tegema	tegid
muda	mueast
mitte	`mette
kuskil	`kuskil
olema	pole
koht	`kohta
minema	`minna
ju	ju
paljas	paljas
lage	lage
maa	maa
noh	nohh
nemad	nad
minema	läksid
see	see
olema	oli
mõisnik	`möisnikkude
jaoks	jäuks
see	se
saar	saar
ning	ning
siis	siss
see	se
hein	eina
kuhi	kuhjad
need	nee
ikka	`ikka
hävitama	ävidatti
enamasti	änamasti
ära	ära
seal	säl
seal	sääl
käima	käisid
kala+mees	kala+mihed
palju	palju
ja	ja
öösel	`öösse
magama	magasid
sedasi	sedasi
ja	ja
ikka	`ikka
palju	palju
saama	sai
õnnetus	önnettussi
ja	ja
siis	siiss
mõisnik	`möisnikkutte
poolt	poolt
olema	oli
vahi+mees	vahi+mes
sisse	`sisse
lubama	lubattud
see+sama	se+sama
jälle	jälle
see	see
Aadu	Aadu
ja	jaa
jah	jahh
ning	ning
see	selle
see	selle
peale	`pääle
tema	ta
jääma	jähi
sinna	`sönna
ning	ning
jääma	jähi
ja	ja
siis	siis
tema	tal
olema	oli
olema	olid
kolm	kolm
laps	last
olema	olnd
kaks	kaks
poeg	`poega
ja	ja
siis	siis
üks	üks
tütar	tüttar
esimene	esimine
poeg	poeg
olema	oli
see	se
Peeter	`Peetter
ja	ja
teine	teine
olema	oli
siis	siss
Matis	Mattis
ja	ja
siis	siss
õde	öde
olema	oli
nemad	nendel
Miina	Miina
Miina	Miina
ja	ja
siis	siiss
see	see
see	see
jälle	jälle
vanem	vanem
poeg	poeg
see	see
minema	läks
jänki	`jänkkiks
välja	`välja
mere+mees	mere+miheks
ja	ja
siis	siiss
see	see
noorem	noorem
vend	vend
see	see
jääma	jähi
sinna	`sönna
ning	ning
ehitama	ehittas
teine	teise
maja	maea
jah	jahh
ja	ja
siis	siiss
see	see
vanem	vanem
vend	vend
olema	oli
tulema	tulid
