trampima	`tramppist
jah	jahh
vill	villad
vahele	vahele
ja	ja
kraasima	`kraasist
kui	kui
vill	vill
lahke	`lahke
olema	onn
võtma	`vötsid
see	säne
ära	ää
ja	ja
panema	panid
uus	uuwe
jälle	`jälle
kraasi+täis	kraasi+täis
jah	jahh
kui	kui
sina	sa
sega+vill	sega+villu
tegema	tegid
kaks	kahel
kord	korral
pidama	pidid
ikka	`ikke
enne	ennem
ära	ää
kraasima	`kraasima
siis	siis
hakkama	`akkast
veel	veel
kraasi+täis	kraasi+däisi
tegema	tägema
muidu	muidu
jääma	jääb
jooneline	jooneliseks
ei	äi
minema	lähe
üks	`ühte
nägu	nägu
nüüd	nd
jaa	ja
jah	jahh
need	neid
tegema	tähedi
mõni	mönes
koht	kohas
küll	küll
ka	kaa
noh	noh
mõni	mönes
koht	kohas
olema	oli
neli	neli
viis	viis
inimene	inimest
ja	ja
vahel	vahest
olema	oli
ka	kaa
mõni	mönel
rohkem	`rohkem
kuidas	kuidas
sedasi	sedasi
kuidas	kuidas
sina	sool
vill	`villu
olema	oli
sedasi	sedasi
sedasi	sedasi
siis	siiss
olema	oli
inimene	inimesi
vahel	vahest
olema	olnd
jah	jah
mees	meestel
siin	sii
käima	käisin
üks+kord	ühe+gorra
ja+jah	ja+jahh
see	säne
päev	päev
saama	sai
ikka	`ikke
seal	sääl
sööma	`süija
olema	pole
seal	sääl
olema	pole
siis	siis
oma	oma
oma	omal
olema	olnd
sööma	`süija
ühti	`ühti
tarvis	tarvis
olema	olnd
kui	kui
sina	sa
olema	olid
päev	päeva
töö	tööl
olema	olnd
siis	siis
saama	said
ikka	`ikke
sealt	säält
sööma	`süija
ka	kaa
mis	mes
asi	`asja
üks+kord	ühe+gorra
tegema	`tehtud
olema	oli
kui	kui
olema	oli
natukene	nattune
liha	leha
ka	kaa
ja	ja
see	see
nüüd	nüid
nüüdne	`nüitsel
aeg	aeal
tegema	tähedakse
ei	äi
teadma	tää
mis	mes
tegema	tähedakse
aga	aga
siis	siis
üks+kord	ühe+gorra
olema	pole
muu	muud
olema	olnd
keetma	keededi
kartul	`karduli
ja	ja
kui	kui
liha	leha
liha	liha
olema	oli
ka	kaa
ja	ja
silk	silgud
ja	ja
mis	mis
asi	asja
seal	säl
muu	muud
olema	oli
oh	ohh
ei	äi
mina	mena
olema	pole
seal	seal
tantsimine	`tantsimise
aeg	`aega
mitte	`mätte
olema	olnd
pink	pingi
peal	pääl
olema	oli
mina	mina
niitma	`niitsin
ikka	`ikke
pink	pingi
peal	pääl
neh	nehh
süld	sülla
pikkune	pikkune
ikka	`ikke
olema	oli
küll	küll
ise	ise
istuma	`istust
teine	teise
ots	otsa
peale	`pääle
lammas	lammas
peal	pääl
ja	ja
kui	kui
suur	suur
see	see
lammas	lammas
olema	onn
siis	siss
neh	neh
ikka	`ikke
kes	kis
seal	sääl
teine	teiste
eest	eest
pidama	pidi
tõstma	`töstma
kõige	käige
esiti	esitti
olema	oli
sedasi	seesi
jalg	jalad
maas	maas
ja	ja
sedasi	sedasi
põigiti	peigitti
pink	pingi
peal	pääl
sina	soll
siis	siis
hakkama	`akkast
taga+ots	taga+otsast
peale	`pääle
niitma	`niitma
ja	ja
nii	nii
kaua	kauwa
kui	kut
sina	sa
külg	külje
puhas	`puhtaks
saama	said
siis	sis
keerama	keerid
seliti	sälitti
ja	ja
teine	teisi
külg	külje
pärast	pärast
jälle	`jälle
ja	ja
kes	kiss
olema	pole
üks+kord	ühe+gorra
nii	nii
suur	`suuri
lammas	`lambud
olema	olnd
et	et
see	see
teine	teist
sinna	`sönna
tarvis	tarvis
olema	oli
üks	üks
noor	noor
inimene	inimene
ep	p
saama	saa
nüüd	nüid
lammas	`lambaga
valmis	`valmis
mina	ma
kuulma	kuule
nüüd	nüid
siin	sii
meie	meil
siin	sii
Enna	Enna
praegu	praeg
ka	ka
ikka	`ikka
kui	kui
ajama	aab
ei	äi
tema	täma
ep	p
hakkama	akka
üksi	`üksi
mitte	`mätte
niitma	`niitma
nüüd	nd
mina	ma
üksinda	ütsin
käima	`käisin
kolhoos	`koloosis
niitma	`niitmas
niitma	`niitsin
üle	üle
kümme	`kümne
ära	ää
olema	pole
mina	mina
seal	sääl
abi	abi
nägema	näind
end	end
nüüd	nüid
nüüd	nüid
ei	äi
ei	äi
saama	saa
tema	tal
kolm	`kolm
tükk	`tükki
ja	ja
ei	äi
muidu	muidu
ei	äi
saama	saa
ära	ära
niitma	`niitta
kui	kui
teine	teist
olema	pole
nüüd	nd
olema	pole
mina	mina
elu	elu
aeg	aeas
nii	nii
vilets	vilets
veel	veel
mitte	`mette
olema	olnd
et	et
olema	pole
üksi	`üksi
lammas	lammast
ära	ää
saama	saand
niitma	`niitta
ei	äi
mina	mena
olema	pole
mitte	`mätte
siduma	sidund
pea	pää
pistma	pistedi
vesi	vee
alla	`alla
ikka	`ikke
karv	`karvad
pihk	püos
siis	siis
sedasi	sedasi
kui	kui
pea	pää
pea	pää
vesi	vee
alla	`alla
pistma	pistedi
neh	neh
muidu	muidu
pesema	pesime
enne	ännem
puhas	`puhtaks
ehk	ähk
kui	kui
kord	korra
viimaks	`viimuks
kastma	kastedi
pea	pää
ikka	`ikka
ka	kaa
vesi	vee
sees	sees
siis	siis
kõrv	körvad
olema	olid
pihk	peos
ja	ja
käsi	kättega
pesema	pesin
jah	jahh
ei	äi
olema	ole
üks	ühes
koht	kohas
karja+maa	karja+ma
auk	`aukkus
kus	kus
see	see
seep	seep
seal	säl
olema	oli
lammas	lammas
ise+gi	isegid
vahutama	vahudab
nõnda	nönda
et	et
et	et
kui	kui
saast	saast
vahutama	vahudab
nõnda	nönda
et	et
kui	kui
sina	sa
pesema	pesed
neh	neh
väljas	väljas
saama	sai
küla	küla
peale	beale
vesi	vesi
olema	oli
ikka	`ikke
see+pärast	see+bärast
olema	olime
sees	sees
ja	ja
kui	kui
meie	me
pesema	pesime
neh	neh
sügisel	sügise
ja	ja
kevadel	kevade
ja	ja
sui	sui
ja	ja
vist	vist
talv	`talve
vaatama	`vaatta
see	see
mõni	möni
niitma	`niittis
need	neid
neli	neli
kord	`korda
olema	pole
mina	münul
nii	nii
hea	ääd
lammas	lammast
olema	old
et	et
mina	ma
neli	neli
kord	`korda
niitma	`niitta
saama	sai
need	nee
olema	oli
siis	siis
puru	puru
kui	kui
sina	sa
neli	neli
kord	`korda
niitma	`niitsid
jaa	jaa
jah	jahh
ikka	`ikka
ikka	`ikka
loona+vill	loona+vill
esimene	esimene
vill	vill
see	see
tall	talle
loona+vill	loona+vill
pehme	`pehmem
vill	vill
kinnas	`kinduid
ja	ja
sukk	sukki
ja	ja
mis	mis
see	se
soe	`soemad
asi	`asjad
ikka	`ikka
olema	olid
tarvis	tarvis
ei	äi
olema	ole
naa	naa
kui	kui
naa	naa
talvel	`talve
nüüd	nüid
talvel	`talve
juba	juba
sündima	`sündis
siis	siis
saama	sai
suvi	sui
ikka	`ikke
niitma	niidet
juba	juba
kari	kari
ette	`ette
ja	ja
minema	`mindi
meri	mere
äärde	`ääre
meri	mere
pesema	pesema
kui	kui
karja+maa	karja+maal
vesi	vett
olema	old
end	end
karja+maa	karja+maa
e	e
auk	`aukkude
sees	sees
ei	äi
olema	old
need	ne
siis	siis
pesema	`pesti
küll	küll
meri	meres
meri	mere
ääres	`ääres
käima	`käidi
rand	`randas
käima	`käidi
jah	jahh
jah	jahh
karja+maa	karja+maa
lammas	`lambad
olema	olid
puha	pühas
vahel	vahel
kaks	kaks
küla	küla
olema	olid
koos	koos
võtma	`vöedi
lammas	`lambad
ette	ede
ja	ja
jah	jahh
jah	jahh
vahel	vahest
kaks	kahe
kolm	kolme
küla	küla
lammas	`lambad
olema	olid
siin	sii
üks	ühes
karja+maa	karja+maal
meie	meil
olema	olid
aed	aid
olema	oli
ringi	`ringi
ei	äi
olema	ole
karjane	karjast
olema	old
jah	jahh
kurend+aed	kurendus+aid
teivas	`teibad
lööma	`löödi
maha	maha
ja	ja
siis	siss
seda+pidi	seda+bidi
viltu	`vilttu
jälle	`jälle
hirs	erred
sees	sees
ja	ja
tihe	tihe
et	et
lammas	lammas
siis	s
minema	lähe
läbi	läbi
end	änd
ei	äi
need	nee
olema	pole
tegema	tähed
olema	old
et	et
need	nee
just	just
nii	nii
ühe+pikkune	ühe+bitkust
olema	olid
enam+jagu	änam+jägu
ikka	`ikka
ühe+pikkune	ühe+bitkust
olema	olid
jah	jahh
kirves	`kirvega
lõhkuma	löhudi
lõhki	`löhki
neh	neh
andma	`anttaks
nii+kaua	nii+gauwa
pihta	`pihta
küll	küll
tema	ta
minema	läheb
ikka	`ikke
jälle	`jälle
kuusk	kuused
ja	ja
mänd	männid
lamba+vill	`lamba+villa
lõng	`lönga
teine	teina
ruut	ruut'
olema	oli
must	must
teine	teina
olema	oli
valge	`valge
nii	nii
kui	kui
lammas	lammas
naa	naa
olema	olette
must	`musta
lammas	lammast
nägema	näind
ka	ka
noo	noo
ja	ja
värvima	`värvittud
küll	küll
ei	ei
olema	jole
ja	ja
siis	siss
olema	oli
nisuke	niissukke
ilus	ilus
ruuduline	ruuduline
ruut	ruudud
ühe+suurune	ühe+suurust
villane	villane
villane	villane
pehme	`pehme
villane	villane
sõba	seba
seal	seal
siis	siis
magama	magatti
ja	jaa
see	see
olema	oli
nii+moodi	nii+`muudi
nähh	nähh
tema	taa
olema	oli
üks	ühe
lai	laijemat
olema	pole
saama	saand
nüüd	nüid
kaks	kaks
laid	`laadi
olema	olid
koos	koos
siis	siss
võima	vöiss
kaks	kaks
inimene	inimest
ka	kaa
seal	seal
all	all
jah	jahh
jaa	jaa
jah	jahh
lõim	löime
olema	oli
villane	villane
kude	kue
olema	oli
villane	villane
tekk	tekkid
e	e
see	neid
see	need
olema	olid
nüüd	nüid
üks	ühe
karvaline	karvalest
siis	siis
triip	triibud
olema	olid
ots	`otsas
ja	ja
m	m
need	nendel
olema	oli
linane	linane
lõim	löime
need	need
nii	nii
pehme	`pehmed
ei	ei
olema	jole
olema	olnd
vöib+olla	vöib+`olla
kui	kui
enne	`enne
mina	mind
ka	kaa
vill	villast
olema	oli
see	säda
mina	maa
ei	ei
teadma	tea
aga	aga
mis	miss
mina	mina
juba	juba
tegema	tegin
ja	ja
nägema	nägin
need	need
olema	olid
linane	linasel
rüü	rüi
see	seda
mina	maa
ei	ei
olema	jole
nägema	näind
aga	aga
see	seda
mina	maa
olema	ole
kuulma	kuuln
see	see
rüü	rüi
olema	olnd
pruut+paar	pruut+paari
peal	pääl
esimene	esimese
öösel	`öösse
magama	magada
see	see
olema	oln
nii	nii
hea	ea
asi	asi
seal	sääl
olema	oln
sinna	senna
tekk	tekki
peal	peal
selle	selle
nähh	nähh
ühe+kordne	ühe+kordne
tekk	tekk
peale	`peale
ajama	`aedud
kõik	keik
kangas	`kanga
narmas	`narmad
ja	ja
riie	`riide
tükk	tükkid
ja	ja
villane	villase
tutt	`tuttid
ja	ja
nõnda	nenda
et	et
hüüdma	`üittakse
rüü	rüi
jah	jahh
aga	aga
mina	mina
tema	teda
nägema	näind
ei	ei
olema	jole
need	need
olema	olid
voodi	`voodi
lina	lenad
praegune	`prääguse
sõna	sönaga
ütlema	üttelda
noo	noo
e	e
lina	linadest
olema	oled
sina	sa
see	sene
sõna	söna
mujal	mueal
ka	kaa
kuulma	`kuulnud
kui	kui
meie	meil
või	vöi
palakas	palakka
a	a
õ	õ
noh	nohh
see	seda
aeg	aeg
see	se
oma	omal
ketrama	kedrattud
linane	linane
lõim	löim
ja	ja
takune	takkune
kude	kude
ja	ja
ja	ja
need	need
olema	olid
nii+sama+moodi	nii+sama+modi
kangas+teljed	`kanga+`telgede
peal	päl
lai	laijemad
riie	riijet
saama	saa
olema	olid
ka	kaa
kaks	kaks
laid	`laadi
koos	koos
kokku	`kokku
ajama	aettud
ja	ja
padja+püür	padja+püür
olema	oli
ka	kaa
jah	jahh
jah	jahh
nii	nii
valge	`valged
olema	olid
ikka	`ikka
valge	`valged
olema	olid
khää	khää
see	see
minema	läheb
nüüd	nüid
kõik	köik
mina	muu
jutt	jutt
nüüd	nüid
sinna	`sinna
peale	`peale
need	nee
panema	pant
õu	`öuwe
ja	ja
tegema	`tehti
leelis	leelist
tuhk	tuha
leelis	leelist
seal	seal
sees	ses
märg	märjaks
ja	ja
pesema	`pesti
ja	ja
panema	`pandi
aga	aga
jälle	`jälle
õu	`öuwe
pleegitama	pleegidetti
nii	nii
valge	`valgeks
ei	ei
e	e
siis	siiss
lumi	lumi
hakkama	akkas
juba	juba
ära	ära
kaduma	kaduma
ja	ja
lumi	lume
peal	peal
panema	`pandi
seda+moodi	seda+`moodi
kui	kui
mina	ma
ei	i
teadma	tää
just	just
karge	`karge
peale	`peale
ei	ei
panema	`pandud
esiteks	`esteks
kui	kui
maa	maa
külmuma	`külmand
olema	oli
et	et
aed	aea
äär	`ääred
või	vöi
teivas	`teibad
või	vöi
need	need
panema	`panttaks
nüüd	nüid
teine	teise
aed	aea
peale	`peale
teine	teine
ots	ots
ja	ja
nii+moodi	nii+moodi
teine	teine
ots	ots
aed	aea
peale	`pääle
siis	sis
need	nee
olema	onn
nõnda	nönda
et	et
siis	s
kanga	kanga
aga	aga
kui	kui
juba	juba
pool+pleek	pool+pleek
olema	oli
lumi	lumi
kõik	keik
kaduma	kadund
siis	siis
panema	`pantti
puu	puu
peale	`peale
kah	kahh
ei	äi
mis	miss
see	sest
kinni	`kinni
panema	`panna
kui	kui
tuul	tuul
öösel	`ööse
viima	viis
käkku	`käkku
see	see
panema	`pantti
hommikul	umigu
vedama	`veetti
sirge	`sirgeks
jälle	`jälle
olema	oli
ka	kaa
isegi	isegi
meie	meild
olema	oli
viima	`viidut
kangas	`kanga
ots	`otsast
õu	öuwest
üks	üks
särk	särgi
jagu	jagu
riie	riijet
ära	ää
ja	ja
üks	öhest
koht	kohast
viima	viidi
ka	ka
terve	`terve
kangas	kangas
ära	ää
aga	aga
see	see
olema	oli
siiski	siiskid
harva	arv
kas	kass
teie	tei
olema	pole
tuhk	tuha
leelis	lehelist
nägema	näind
no	no
siis	siiss
olema	pole
pesu+pulber	pesu+`pulberid
olema	olnd
kõik	keik
pesu	pesu
pesema	`pesti
tuhk	tuha
leelis	leelisega
isegi	isegi
saun	`saunas
ee	ee
tuhk	tuha
leelis	leelis
kes	kellega
inimene	inimesed
oma	oma
pea	pead
pesema	pessid
kes	kellel
paks	paksud
juus	`juuksed
olema	olid
ja	ja
ee	ee
tuhk	tuhk
jälle	`jälle
panema	`pandi
toober	`toobri
sisse	`sisse
ja	ja
vesi	vesi
keema	keeb
vesi	vesi
tuline	tuline
vesi	vesi
panema	pantti
peale	`peale
ja	jaa
siis	siss
kurnama	kurnadi
jälle	`jälle
riie	`riide
läbi	läbi
see	see
see	see
hüüdma	`üitti
siis	siss
tuhk	tuha
leelis	leelis
ja	ja
mõni	mönes
koht	kohas
üsna	üsna
panema	`pandi
seda+sama+viisi	seda+sama+`viisi
et	et
võtma	`vöödi
kapp	kappaga
ja	ja
kopsik	kopsigut
olema	pole
olema	olnd
siis	sis
olema	oli
kõik	keik
oma	oma
tegema	`tehtud
vesi	vee
kapp	kappaga
olema	olette
see+gi	sedagid
nägema	näind
meie	meil
olema	onn
üks	üks
küll	küll
see	see
nii	nii
must	must
mina	ma
näitama	näidaks
küll	küll
no	no
nii+sama	nii+sama
kui	kui
kann	kann
ja	jaa
aga	aga
tema	tall
olema	oli
olema	pole
mitte	`mitte
kann	kannul
olema	onn
kõrv	körv
küljes	küljes
tema	taal
olema	onn
üks	üks
laud	laud
pikk	pikkem
mis	miss
pihk	peoss
olema	onn
mina	mina
nüüd	nüid
teadma	tean
see	see
mees	mehed
tegema	tegid
ju	joo
see	see
ikka	`ikka
männi+puu	männi+puu
olema	oli
puu	kase+puust
olema	pole
mitte	mit
tegema	tehtud
okas+puu	okkas+puust
olema	olid
tegema	`tehtud
e	e
saun	`saunes
pesema	`pesti
kapp	`kappede
seest	seest
ja	ja
muu	muud
vaata	vada
vann	`vannisi
see	see
veel	veel
ka	kaa
oma	oma
tegema	tehtud
kui	kui
üks	üks
sihuke	`seune
pikergune	pikkergune
vann	vann
olema	oli
pood	`poodist
olema	pole
saama	saand
ju	ju
miski	midad
need	neid
kapp	`kappasi
maja	maeas
nii	nii
palju	`palju
kuus	kuus
seitse	`seitse
tükk	`tükki
m	m
see	seda
pidama	`peatte
vaatama	`vaatma
minema	minema
ega	ega
mina	mina
oskama	`oska
rääkima	`rääkkida
nähh	nähh
mina	maa
käima	käisi
lau+päev	`laube
õhtu	öhtu
miss+moodi	miss+moodi
Hiiu+maa	Iiju+ma
saun	saun
olema	onn
ikka	`ikka
nii	nii
kui	kui
kõik	keik
a	a
ahi	`ahjusi
kütma	`kööttakse
tuli	tuli
panema	`panttaks
ahi	`ahju
ja	ja
korsten	korsnas
peal	pääl
ja	ja
ahi	ahi
olema	oo
saun	`saunass
ja	ja
jah	jahh
mõni	mönes
koht	kohas
võib-olla	vöib+olla
et	et
olema	onn
pesu+köök	pesu+`köökkis
ka	kaa
mina	mina
ei	ei
teadma	tea
aga	aga
suur	suurem
jagu	jagu
olema	onn
kõik	keik
saun	saunas
saama	saab
võtma	vötta
viht	viht
kätte	`kätte
ja	ja
vihtlema	`vihtle
seal	seal
olema	onn
siis	siss
e	e
nari	nari
või	vöi
lava	lava
mis	miss
see	e
hüüdma	`üittakse
mina	maa
ei	ei
teadma	tea
manner	`mandril
vist	vist
hüüdma	`üittakse
meie	`meitte
nari	nari
mis	miss
kõrge	`körgem
olema	onn
ega	ega
sina	saa
nii	nii
loll	loll
olema	pole
nüüd	nd
sina	saa
teadma	tääd
küll	küll
kus	kuss
leil	`leili
andma	`anttass
keris	kiresel
ikka	`ekka
ikka	`ikka
heitma	eidedaks
siis	siss
kapp	kappaga
vesi	vett
et	et
sina	saa
küsima	küsid
kus	kus
sina	sa
leil	`leili
saama	saad
mõni	mönes
koht	kohas
võima	vöib
praegu	`präägu
veel	veel
olema	`olla
lahtiselt	`lahtiselt
jah	jahh
aga	aga
m	m
nüüd	nüid
olema	onn
juba	juba
mitu	`mitmes
koht	kohas
olema	onn
jälle	`jälle
saun	saun
ahi	ahi
nii+sama	nii+sama
kinnine	`kinnine
kui	kui
tuba	tua
leiva+ahi+ki	leiva+ahigid
aga	aga
siis	siiss
olema	onn
suur	suur
pelt	pelt
uks	uks
külg	külje
peal	peal
see	see
võtma	`vöettakse
lahti	`lahti
sinna	`senna
sisse	`sisse
viskama	visattakse
aga	aga
need	neid
lahtine	`lahtise
keris	kiresid
olema	onn
veel	veel
mitu	`mitmes
koht	kohas
meie	meil
olema	oli
ka	kaa
veel	veel
siija+maani	`siija+`maani
see	seda
jälle	`jälle
noh	nohh
iga	iga
kivi	kivi
küll	küll
pae+kivi	pae+kivisid
küll	küll
ei	ei
panema	`pantta
siis	siis
pidama	peab
raud+kivi	raud+kivid
olema	olema
ega	ega
üks	üks
otsima	otsib
üks	öhest
koht	kohast
teine	teine
teine	teisest
koht	kohast
mina	mina
ei	äi
teadma	tää
kust	kuss
need	neid
saama	saab
no	no
olema	onn
kinnine	`kinnine
keris	kiris
jah	jahh
nii+sama	nii+samma
ja	jaa
vorst	`vorstid
küpsetama	küpsedetti
meie	meil
ikka	`ikka
leib	leiva
ahi	`ahjus
kus	kuss
leib	`leiba
küpsetama	küpsedetti
ei	ei
pann	panni
peal	peal
jah	jahh
ja	ja
lahtiselt	`lahtiselt
panema	`pantti
ka	kaa
jah	jahh
esiteks	`esteks
aga	aga
siis	siiss
olema	olid
juba	juba
ikka	`ikka
pann	pannid
kui	kui
kui	kui
mina	mina
hakkama	`akkasin
ise	ise
tegema	`tehtud
tegema	`tehti
ise	ise
mitte	`mitte
pood	`puudist
olema	pole
saama	saand
tooma	`tooda
ise	ise
tegema	`tehtud
plekk	plekk
plekk	`plekki
saama	sai
siis	siss
ikka	`ikke
ja	ja
jah	jahh
üks	öhel
olema	oli
ühte+moodi	`ühte+`moodi
teine	teisel
teist+moodi	teist+`moodi
ja	jaa
nemad	neil
olema	olid
kandiline	kandilist
kah	kah
ää	ää
äär	ääred
olema	pole
kõrge	`körgemad
olema+ki	`olndkid
ei	äi
see	säda
mina	mina
ei	ei
olema	ole
nägema	näind
mitte	`mitte
et	t
ee	ee
vorst	`vorsti
keris	kirisel
küpsetama	küpsedetti
keris	kiris
olema	oli
küll	küll
sedasi	sedasi
lahtine	`lahtine
enne	`enne
enne	ennem
kui	kui
olema	pole
saun	saunal
korsten	korstnast
peal	pääl
olema	olnd
jah	jahh
korsten	`korstnade
aegu	`aegu
kes	kennel
olema	oli
puu+saun	puu+saun
juba	juba
enne	`enne
ja	ja
pesu+köök	pesu+`köök
otsas	`otsas
ja	ja
ja	ja
seal	sääl
olema	oli
kinnine	`kinnine
ahi	ahi
juba	juba
ei	äi
vesi	vesi
puhastama	puhastab
need	neid
ise	ise
saun	sauna
kivi	kivisid
puhastama	puhastat
mitte	`mitte
ei	ei
mm	mm
mina	mina
ei	ei
see	seda
küll	küll
ei	ei
teadma	tea
meie	meil
olema	onn
selle	selle
ahi	ahjul
ka	ka
keris	kiris
peal	peal
palju	`palju
rohkem	`rohkem
selle	selle
ahi	ahjul
jah	jahh
leiva+ahi	leiva+ahjud
m	m
siis	siiss
saama	sai
küll	küll
mitu	mittu
kord	`korda
ära	ära
tegema	`tehtud
kivi	kivid
jah	jahh
vaatama	vaatta
seal	sääl
need	need
minema	läkst
nii	nii
tahmane	tahmaseks
et	et
jälle	`jälle
olema	pole
korsten	korsnas
olema	pole
tõmbama	`tömband
ka	kaa
enam	änam
siis	siiss
pidama	pidid
kivi	kivid
muist	muist
siis	siss
mis	miss
katki	`katki
olema	olid
põlema	pölend
need	need
võtma	`vöedi
ära	ää
ja	ja
tahm	tahmast
mis	miss
aitama	`aittast
tegema	`tehti
tahm	tahmast
puhas	`puhtaks
panema	`pandi
uus	uuwed
juurde	`juure
jälle	`jälle
seal	seal
külg	külje
peal	peal
olema	onn
ahi	ahju
külg	külje
peal	peal
olema	onn
olema	onn
jälle	`jälle
ühe+kordne	öhe+`kordne
tellis+kivi	tellis+kivi
see	see
koht	koht
olema	onn
paistma	paistab
välja	`välja
ja	ja
olema	onn
siis	siss
vähem	vähem
kivi	kivisid
ka	kaa
see	see
võtma	`vöettakse
ära	ära
ja	ja
noppima	noppittakse
välja	`välja
ja	ja
panema	`panttakse
jälle	`jälle
pühkima	pühitti
luud	luuwaga
ja	ja
üks+keik	üks+keik
kadakas	kadaga
oks	oksaga
ja	ja
ahi	ahi
tahtma	tahab
puistama	`puista
enam	enam
ja	ja
hästi	`easti
jah	jahh
ju	joo
teie	teil
ka	kaa
kodus	kodu
leib	`leiba
tegema	`tehtass
olema	pole
ju	joo
leib	`leiba
müüma	`müidud
kõik	keik
pidama	pidid
kodus	kodu
leib	`leiba
tegema	tegema
leiva+ahi	leiva+ahjud
igal+pool	egal+pool
olema	olid
ahh	ahh
teist+moodi	teist+`moodi
üks	üks
pesema	pesi
ühte+moodi	`ühte+mood
teine	teine
pool	pool
jääma	jäi
pikk	pikkem
kangas	`kanga
ots	ots
ajama	`aedi
üks	öhe
nii+sugune	nii+suguse
toober	`toobri
või	vöi
tünn	tünni
sisse	`sisse
ja	ja
nuiama	nuijadi
ja	ja
peksma	`peksti
ja	ja
ja	ja
mõni	möni
ajama	aess
lapp	lappiga
peale	`peale
ja	ja
õu	öuwes
olema	oli
ja	ja
siis	siiss
kangas	`kanga
ots	otsad
pidama	pidid
kuskil	`kuskil
kinni	`kinni
olema	olema
et	et
tema	ta
trammis	trammil
olema	oli
see	seda
pesema	`pesti
mitu	`mitmed
mood	`moodi
üks	üks
pesema	pesi
ühte+moodi	`ühte+moodi
teine	teine
teist+moodi	teist+`moodi
tema	taa
siis	siis
pleekima	`pleekkis
kergemini	`kergem
muidu	muidu
päike	`päikke
ja	ja
kaste	kaste
ja	ja
millal	millal
see	see
pleegitama	pleegidab
iga+üks	ega+üks
tahtma	`tahtis
villane	villase
kangas	`kangaga
olema	pole
miski	medad
tegema	tehtud
tegema	`tehti
ahh	ahh
see	seda
vanutama	vanuttatti
jälle	`jälle
tegema	`tehti
märg	märjaks
ja	ja
ja	ja
siis	siss
suur	`suured
olema	olette
suur	`suuri
tõrs	`törsi
nägema	näin
suur	suured
noo	noo
jah	jahh
see	see
selle	selle
tõrs	törre
põhi	pöhja
peale	`pääle
panema	`pantti
ja	ja
inimene	inimest
kaks	kaks
kolm	kolm
tükk	`tükki
ja	ja
neli	neli
tükk	`tükki
sedasi	sedass
kuidas	kuidas
kangas	`kanga
suurus	suurus
olema	oli
ja	ja
tuterdama	tutterdatti
sedasi	sedass
käsi	`kätte
vahel	vahel
jah	jahh
jaa	jaa
ja	ja
see	see
käima	käis
see	seda
sama	samass
tuterdama	tutterdatti
seal	seal
tasa+pisi	tasa+pissi
nähh	nähh
siis	siss
kuivatama	kuivadetti
ära	ära
ja	ja
siis	siss
rullima	rullidi
nii+sugune	nii+suguse
kaigas	`kaikka
peal	peal
vaat	vat
seda+moodi	seda+`moodi
priik+raud	priik+raud
või	vöi
press+raud	press+raud
või	vöi
need	neid
olema	pole
olema	olnd
nii	n
ajama	`aedas
suur	sur
ümmargune	ümarguss
kaigas	`kaikka
peale	`peale
aga	aga
kes	kellega
teie	teil
pesu	pesu
sile	sileks
tegema	`tehti
linane	linane
pesu	pesu
teadma	tead
sina	sa
see	seda
ka	kaa
mis	miss
asi	asjaga
see	seda
ajama	aedi
ka	kaa
selle	selle
ümber	`ümber
ja	ja
nii	ni
villane	villase
kangas	`kanga
jaoks	jaoks
olema	oli
vahest	vahest
olema	oli
kangas	ka~ngas
lai	laijem
olema	oli
olema	oli
nii+sugune	niisukke
pikk	pikkem
kaigas	kaigas
ja	ja
siis	siis
tema	ta
rullima	rullidi
selle	selle
sama	samma
ja	ja
vahest	vahest
laud	lauwa
peal	pääl
kui	kui
tõrs	törre
põhi	pöhja
peal	pääl
olema	pole
saama	saand
või	vöi
nii	nii
kui	kui
minema	läks
sile	sileks
kah	kahh
ega	e
tema	taa
siis	s
nii	nii
sile	sile
nii	nii
hea	ead
olema	pole
tarvis	tarvis
kui	kui
praegu	`präägut
e	e
vaali+kaigas	vaali+kaigas
hüüdma	`üitti
Hiiu+maa	Iiju+maal
mina	mina
ei	äi
teadma	tea
mis	miss
tema	ta
manner	`mandril
olema	oli
kaigas	`kaikkad
hüüdma	`üitti
kurikas	kurikkas
olema	oli
peal	pääl
kes	kennega
sedasi	sedasi
pealt	pealt
lükkama	lükkadi
pesu	pesuga
aga	aga
vill	villast
kangas	kangast
ei	äi
lükkama	lükkattud
mitte	`mitte
pealt	pealt
seda+pidi	seda+pidi
sedasi	sedasi
käsi	`kättega
ja	ja
sest	sest
see	see
olema	oli
märg	märg
ja	ja
niiske	`niiske
pidama	pidi
olema	olema
siis	sis
minema	läks
sile	silemaks
nähh	nähh
kurikas	kurikkas
olema	oli
jälle	`jälle
teist+moodi	teist+`moodi
nähh	nähh
seal	seal
olema	oli
pihk	peo
maa	maa
olema	oli
ots	`otsas
ja	ja
olema	oli
sile	silesid
olema	oli
karune	karusid
kuidas	kuidas
iga+üks	iga+ühel
meeldima	`meeldis
jah	jahh
linane	linast
pesu	pesu
nähh	nähh
muu	muud
pesu	pesu
olema	pole
olema	olnd
noh	nohh
see	see
jälle	`jälle
peen	`peened
hea	ead
lina	linad
olema	on
peen	`peenest
tegema	tehtut
viimane	viimasel
aeg	aeal
olema	olid
hea	paremad
kangas	`kanga
suga	soad
ja	ja
esiti	`esteks
olema	pole
olema	olnd
suga	suga
suur	sur
suga	soad
olema	olid
ja	ja
siis	ss
kui	kui
